id,identity_to_query
UniRef100_A0A0G1G4U6/6-76,0.625
UniRef100_A0A2D5LW96/1-72,0.569
UniRef100_UPI00194E6553/5-73,0.625
UniRef100_A0A7W0RYX2/4-73,0.639
UniRef100_A0A3B8ZBE8/3-73,0.667
UniRef100_A0A2E6H2N5/1-72,0.597
UniRef100_A0A1V4RH32/1-74,0.611
UniRef100_A0A2N1SXG8/5-73,0.653
UniRef100_A0A522BR04/1-71,0.611
UniRef100_A0A221NX35/5-73,0.611
UniRef100_A0A7W0PNJ5/39-106,0.597
UniRef100_UPI0019D2BD37/6-76,0.653
UniRef100_UPI00119DE45B/3-73,0.639
UniRef100_A0A2M8CTL9/4-73,0.597
UniRef100_A0A1V6F9I4/1-72,0.556
UniRef100_A0A831U4V5/3-72,0.556
UniRef100_A0A5N9FX67/5-74,0.625
UniRef100_A0A7C0U657/4-73,0.556
UniRef100_UPI000E7101BA/1-71,0.583
UniRef100_A0A246JCV8/1-71,0.569
UniRef100_A0A1X7NPW7/1-72,0.597
UniRef100_A0A1J5QSX4/1-72,0.569
UniRef100_A0A2T6RY23/1-72,0.569
UniRef100_A0A7X5VMM6/1-74,0.639
UniRef100_A0A1F3V8M8/1-72,0.583
UniRef100_A0A6L7SNN8/1-73,0.597
UniRef100_A0A2D6UQU5/1-71,0.667
UniRef100_A0A7V7XFK2/1-73,0.681
UniRef100_A0A1V5PVK2/3-73,0.597
UniRef100_A0A2E2JND7/1-72,0.611
UniRef100_A0A2E1KJV6/3-73,0.597
UniRef100_A0A1G0XPF2/3-71,0.597
UniRef100_A0A4P8ZZK6/3-73,0.653
UniRef100_A0A2W5SB87/1-72,0.639
UniRef100_A0A068R6X4/1-73,0.833
UniRef100_A0A4R0NWW2/1-71,0.667
UniRef100_A0A847GSV1/3-73,0.639
UniRef100_Q2Z032/8-78,0.611
UniRef100_A0A2E5PFB3/1-72,0.611
UniRef100_A0A2E2QD16/1-71,0.667
UniRef100_A0A2T6D6K1/1-71,0.653
UniRef100_A0A097KNC9/4-74,0.611
UniRef100_UPI000FE35D6D/1-72,0.625
UniRef100_A0A7Y5VVM5/1-75,0.639
UniRef100_A0A352TS95/1-73,0.639
UniRef100_A0A6I1EJG6/1-71,0.569
UniRef100_U4RB78/1-72,0.569
UniRef100_A0A3G5CQX6/3-73,0.611
UniRef100_A0A1V0HPN0/1-72,0.750
UniRef100_A0A7X6PS00/1-72,0.625
UniRef100_A0A0A0DTE8/1-71,0.583
UniRef100_A0A536SBP4/1-72,0.639
UniRef100_A0A2H0V5M4/3-72,0.611
UniRef100_A0A495TPI6/4-73,0.639
UniRef100_U4V4W5/1-72,0.611
UniRef100_A0A136N6E3/1-72,0.542
UniRef100_A0A5B9Y6F3/1-72,0.611
UniRef100_A0A424NZJ1/1-71,0.625
UniRef100_A0A538MIG2/3-74,0.639
UniRef100_A0A1W1X6W5/1-72,0.542
UniRef100_A0A2U8FXF6/1-71,0.597
UniRef100_D7BCZ2/3-72,0.583
UniRef100_A0A7W0ABH3/33-100,0.597
UniRef100_Q9TL25/1-72,0.653
UniRef100_A0A2W4KZT8/1-72,0.569
UniRef100_A0A1Y2STT4/1-73,0.806
UniRef100_A0A7X7MR56/1-72,0.583
UniRef100_A0A1M3JU30/1-71,0.569
UniRef100_UPI0011B3C676/3-73,0.653
UniRef100_UPI001021F15F/1-71,0.597
UniRef100_A0A5C6FP31/3-73,0.667
UniRef100_A0A3M1BKT4/4-73,0.514
UniRef100_UPI00101BB64D/1-72,0.639
UniRef100_A0A523RQL1/1-71,0.569
UniRef100_A0A0K2XBS0/1-72,0.597
UniRef100_A0A843T4B4/1-72,0.569
UniRef100_UPI001B8261A3/1-72,0.639
UniRef100_A0A7C9UVS3/1-72,0.556
UniRef100_A0A662CBM8/5-74,0.556
UniRef100_A0A3D0MM26/1-71,0.556
UniRef100_A0A098U4N4/1-71,0.611
UniRef100_UPI001BDC5313/3-73,0.681
UniRef100_UPI001D11125F/1-70,0.736
UniRef100_H8KAI2/1-71,0.625
UniRef100_A0A257YG96/1-71,0.653
UniRef100_A0A0T2QGQ3/1-71,0.653
UniRef100_A0A0F7KR55/1-71,0.653
UniRef100_UPI001F16737F/2-66,0.611
UniRef100_E7G4I4/1-72,0.625
UniRef100_A0A2D8MU61/1-72,0.625
UniRef100_UPI0019615278/1-71,0.583
UniRef100_A0A7C3K4J1/4-72,0.639
UniRef100_A0A843BFL9/1-71,0.569
UniRef100_A0A2G6ZMK8/1-71,0.569
UniRef100_A0A2G6GDQ8/4-72,0.639
UniRef100_UPI00188D2ADC/6-73,0.625
UniRef100_A0A068QTW4/1-73,0.819
UniRef100_A0A543CMW3/6-73,0.625
UniRef100_A0A3G5CTK4/1-72,0.569
UniRef100_A0A1Z9GG65/1-72,0.639
UniRef100_A0A0F0CSC4/3-73,0.597
UniRef100_UPI001CD70C92/1-72,0.639
UniRef100_A0A2W6BTX8/1-73,0.611
UniRef100_A0A126EAR7/1-71,0.639
UniRef100_A0A6I0E6P7/1-72,0.556
UniRef100_Q68VT5/1-71,0.625
UniRef100_A0A6N1XHA3/1-72,0.639
UniRef100_A0A1G3P405/1-72,0.542
UniRef100_A0A3D2SPD9/3-69,0.681
UniRef100_A0A7C2LUQ8/1-72,0.569
UniRef100_A0A399X6H2/12-81,0.653
UniRef100_A0A2E5WYF9/5-74,0.653
UniRef100_A0A0C2R9X5/1-71,0.625
UniRef100_A0A7Y2EGG9/1-72,0.542
UniRef100_A0A7W1GHB1/1-73,0.625
UniRef100_A0A5C7JWX0/1-71,0.611
UniRef100_A0A1V4LZ19/1-72,0.569
UniRef100_R7KR37/1-71,0.583
UniRef100_A0A099FFQ5/1-72,0.597
UniRef100_A0A8F8G885/1-71,0.569
UniRef100_A0A399Z5I3/1-72,0.569
UniRef100_R5V622/1-73,0.569
UniRef100_A0A5C7LDE7/4-73,0.556
UniRef100_A0A316RY68/1-72,0.611
UniRef100_A0A2D8UBQ3/1-72,0.556
UniRef100_A0A7J5CCA2/5-73,0.611
UniRef100_A0A7T9QL00/4-72,0.625
UniRef100_A0A3D2FLL2/1-75,0.597
UniRef100_A0A839VJ31/1-71,0.611
UniRef100_A0A2E2YMA6/20-89,0.639
UniRef100_A0A1A6FHB4/1-72,0.625
UniRef100_A0A0H0XMZ7/1-71,0.653
UniRef100_A0A418NU21/1-71,0.653
UniRef100_A0A7Y4X1Y8/3-71,0.639
UniRef100_A0A0H4VCS5/1-71,0.653
UniRef100_A0A5E7XUL3/1-71,0.653
UniRef100_A0A258ICG0/1-71,0.653
UniRef100_A0A096A818/1-72,0.597
UniRef100_A0A660L9J5/1-72,0.556
UniRef100_UPI001AD34480/1-70,0.611
UniRef100_A0A2E0EZ66/1-71,0.694
UniRef100_A0A2V6KDT9/1-71,0.597
UniRef100_A0A0N1LLT6/1-72,0.569
UniRef100_A0A370JZP5/4-71,0.569
UniRef100_A0A5C6FDI8/3-73,0.681
UniRef100_A0A1A9HQ97/1-71,0.583
UniRef100_A0A5C7A7K4/1-71,0.583
UniRef100_Q7UEY5/3-73,0.653
UniRef100_A0A524ANL1/6-75,0.583
UniRef100_A0A1F3X9Z2/1-72,0.611
UniRef100_A0A3D1D1X9/1-72,0.611
UniRef100_A0A2A4YW37/1-72,0.611
UniRef100_UPI0003FCBAD3/1-72,0.569
UniRef100_A0A7W1P050/1-72,0.611
UniRef100_A0A7C2R5U1/1-64,0.597
UniRef100_A0A3S0E0V1/1-72,0.583
UniRef100_UPI0019616202/1-71,0.569
UniRef100_UPI00137750FB/1-71,0.597
UniRef100_A0A2G4IEP8/1-72,0.569
UniRef100_A0A0K8P9V5/5-74,0.597
UniRef100_A0A381TG69/1-72,0.597
UniRef100_A0A419RQU5/1-71,0.653
UniRef100_UPI00196ADE90/1-72,0.569
UniRef100_UPI000033874B/1-70,0.667
UniRef100_A0A2E6VHI2/1-72,0.736
UniRef100_UPI0018D6CF4F/1-71,0.653
UniRef100_A0A6L7UVB9/24-93,0.569
UniRef100_A0A6M4B5S7/1-72,0.611
UniRef100_A0A6B1A7W5/24-93,0.569
UniRef100_A0A1Y2SCI3/1-73,0.806
UniRef100_H3KDA0/1-71,0.569
UniRef100_A0A2E1XA12/1-72,0.569
UniRef100_UPI001678C3A9/5-73,0.611
UniRef100_Q1CRW2/1-72,0.569
UniRef100_A0A2G6HKF5/3-72,0.639
UniRef100_R5VV73/1-72,0.556
UniRef100_A0A1V5QZG4/4-74,0.583
UniRef100_A0A2H0YUA9/24-93,0.583
UniRef100_A0A3G5CPM3/1-72,0.597
UniRef100_A0A323U0S4/3-71,0.583
UniRef100_A0A7S0XI54/62-130,0.694
UniRef100_A0A1U7AFX8/1-72,0.583
UniRef100_A0A3S2VIY2/6-73,0.625
UniRef100_A0A8I1MKE2/1-71,0.653
UniRef100_A0A2V7P633/1-64,0.639
UniRef100_A0A3A4VUD4/1-72,0.611
UniRef100_UPI00037D99DC/1-71,0.611
UniRef100_A0A411JNJ2/2-71,0.514
UniRef100_A0A2E8TAS2/21-91,0.653
UniRef100_UPI0010A4ACF6/1-71,0.639
UniRef100_A0A2T6WG80/1-72,0.583
UniRef100_A0A1D2SH05/1-72,0.556
UniRef100_A0A0G1VYI3/1-72,0.583
UniRef100_A0A0G0B7X5/1-72,0.639
UniRef100_A0A0M0T7B4/1-73,0.806
UniRef100_UPI00165BC25A/1-72,0.583
UniRef100_A0A2U2SIS0/4-73,0.597
UniRef100_A0A2S1NNC2/3-73,0.514
UniRef100_A0A7T5RMK1/1-71,0.708
UniRef100_A0A3G5CNW6/1-72,0.597
UniRef100_A0A3G5CQC5/1-72,0.597
UniRef100_Q9ZCE3/1-71,0.611
UniRef100_A0A3N5ADH2/6-73,0.597
UniRef100_UPI001BDCE7E7/7-73,0.625
UniRef100_A0A0F9YE34/3-73,0.625
UniRef100_A0A2S6S1Q0/19-89,0.583
UniRef100_A0A6J5JWN4/1-70,0.667
UniRef100_A0A7C6J637/1-72,0.639
UniRef100_A0A133Y6R4/1-72,0.597
UniRef100_A0A838ETN1/4-73,0.611
UniRef100_A0A1Y6K517/4-73,0.583
UniRef100_A0A1F6HF45/1-72,0.597
UniRef100_A0A5C7YI84/1-71,0.569
UniRef100_A0A2Z6IE29/1-71,0.569
UniRef100_A0A662D478/1-70,0.569
UniRef100_A0A2T6TLY0/1-72,0.569
UniRef100_UPI00048392EF/3-73,0.611
UniRef100_A0A7V8WVN3/3-72,0.625
UniRef100_M5TLI2/3-73,0.653
UniRef100_UPI000A370E06/6-73,0.625
UniRef100_A0A5C5WW55/3-73,0.667
UniRef100_A0A2A5B303/1-71,0.625
UniRef100_UPI0008337E77/1-71,0.583
UniRef100_E0YE37/1-72,0.625
UniRef100_A0A4Q7QC49/7-73,0.611
UniRef100_UPI0003FFBC98/1-71,0.569
UniRef100_A0A538AJY3/3-78,0.667
UniRef100_A0A2E9YNZ9/5-74,0.625
UniRef100_A0A1F7RCW2/4-72,0.625
UniRef100_A0A397S629/1-73,0.625
UniRef100_A0A0A1GYZ4/1-71,0.583
UniRef100_A0A2E8SRL7/1-72,0.625
UniRef100_A0A5C7WB63/4-73,0.583
UniRef100_A0A662D8C7/1-71,0.597
UniRef100_A0A1F5YYN6/1-72,0.569
UniRef100_A0A2P1MBD8/1-72,0.597
UniRef100_A0A523ED10/1-74,0.653
UniRef100_A0A7X7XPX3/1-72,0.556
UniRef100_A0A8E8B467/3-73,0.611
UniRef100_UPI001389AF62/1-71,0.597
UniRef100_A0A7V4P7V5/4-74,0.611
UniRef100_A0A8I0C8M3/1-72,0.542
UniRef100_UPI00164A7BD5/1-71,0.597
UniRef100_A0A1F7RAJ0/4-72,0.611
UniRef100_A0A6L7YCJ3/13-83,0.639
UniRef100_A0A3L7P1A3/1-70,0.611
UniRef100_Q17ZB8/1-72,0.556
UniRef100_A0A7Y5P959/1-72,0.528
UniRef100_A0A832CK56/5-75,0.597
UniRef100_A0A2E3TWV5/1-72,0.625
UniRef100_A0A2T6TXS8/1-72,0.569
UniRef100_A0A5N9G523/4-74,0.569
UniRef100_A0A143BKZ8/1-72,0.542
UniRef100_A0A2E2HQS5/1-72,0.653
UniRef100_A0A0B0S7Q4/3-72,0.528
UniRef100_A0A1N7M8U0/1-72,0.597
UniRef100_A0A0K8P1L6/1-71,0.583
UniRef100_UPI000C305D08/1-72,0.583
UniRef100_A0A3M6QMC0/1-71,0.542
UniRef100_A0A5M6CWX0/3-73,0.667
UniRef100_UPI0011BDB12A/1-72,0.653
UniRef100_A0A7V9B703/30-97,0.611
UniRef100_A0A1V6BZC1/1-72,0.569
UniRef100_A0A838I1P9/3-74,0.625
UniRef100_A0A401ZUC6/1-72,0.569
UniRef100_A0A2D7ZPL3/1-72,0.542
UniRef100_A0A5B8N4P2/1-71,0.625
UniRef100_A0A3D2XGY7/3-66,0.556
UniRef100_A0A2H6IWT8/19-90,0.611
UniRef100_A0A418X0K2/1-71,0.597
UniRef100_A0A520QXC4/1-71,0.625
UniRef100_A0A7V7BS07/1-72,0.583
UniRef100_A0A2E5G9N4/1-71,0.625
UniRef100_A0A1F6HB59/1-72,0.583
UniRef100_A0A886ZY45/1-72,0.569
UniRef100_A0A133Y730/1-72,0.597
UniRef100_A0A2D6IMJ2/1-71,0.556
UniRef100_A0A0G9MX55/1-71,0.667
UniRef100_Q8WHY8/1-72,0.625
UniRef100_A0A3C2C9E4/1-71,0.597
UniRef100_A0A0S7Z353/1-72,0.542
UniRef100_A0A3D5D664/1-72,0.625
UniRef100_A0A2N2MC92/1-73,0.611
UniRef100_A0A3B9J774/1-73,0.611
UniRef100_UPI001F0166C3/3-73,0.611
UniRef100_A0A563CDE3/3-73,0.653
UniRef100_A0A2K8NUZ7/1-72,0.569
UniRef100_UPI001E2F201F/1-72,0.569
UniRef100_A0A2E9FCZ5/1-66,0.597
UniRef100_A0A7X9AAC0/3-71,0.625
UniRef100_R7G689/1-72,0.556
UniRef100_A0A1G0YTL1/3-71,0.583
UniRef100_A0A5B9RFV1/2-71,0.639
UniRef100_UPI001AA08539/3-71,0.556
UniRef100_UPI001036CFC7/1-72,0.556
UniRef100_A0A4Q3YDQ3/1-72,0.597
UniRef100_A0A1F7QP35/3-72,0.639
UniRef100_A0A542ZIF9/5-74,0.597
UniRef100_A0A431IFX9/1-72,0.556
UniRef100_A0A2M7ZZT8/1-70,0.694
UniRef100_UPI00188E9220/1-71,0.597
UniRef100_A0A520C2S6/1-71,0.583
UniRef100_UPI001D11C8ED/1-72,0.597
UniRef100_A0A1I5CZW0/10-80,0.597
UniRef100_A0A518IXN5/3-73,0.639
UniRef100_A0A7V9MT57/1-72,0.611
UniRef100_A0A644XJX3/1-72,0.569
UniRef100_A0A356J3I5/5-74,0.611
UniRef100_UPI0009FC5F09/3-71,0.583
UniRef100_UPI0002881570/1-71,0.625
UniRef100_A0A2E5XDR7/1-71,0.597
UniRef100_A0A415CEJ9/1-71,0.597
UniRef100_B2KEJ8/2-70,0.597
UniRef100_A0A1F6R453/4-73,0.569
UniRef100_A0A829NRD3/1-72,0.597
UniRef100_H8LLY1/1-71,0.639
UniRef100_A0A2E0R590/1-72,0.639
UniRef100_A0A2K8NU07/1-72,0.528
UniRef100_I0ES89/1-72,0.569
UniRef100_A0A432RWP0/1-71,0.597
UniRef100_A0A2M8KYX6/4-72,0.625
UniRef100_A0A6L8C9L8/1-72,0.542
UniRef100_A0A4Q9H3A7/1-71,0.583
UniRef100_A0A7C9TKM8/1-71,0.583
UniRef100_A0A497E5M0/1-70,0.597
UniRef100_A0A517SZB5/3-73,0.653
UniRef100_A0A7U7AYE1/1-72,0.556
UniRef100_A3PM14/1-72,0.639
UniRef100_A0A7X7S6X8/1-72,0.639
UniRef100_R5YPG1/1-72,0.597
UniRef100_A0A3D1IS56/1-72,0.639
UniRef100_A0A4S5BJU2/1-71,0.583
UniRef100_A0A5B9QMI9/3-73,0.653
UniRef100_A0A059P352/3-73,0.514
UniRef100_A0A2E4CGA1/3-73,0.667
UniRef100_UPI001AA325F9/1-72,0.556
UniRef100_A0A2S1NM38/3-73,0.514
UniRef100_UPI001F4C973A/1-71,0.583
UniRef100_A0A0B2BXY7/1-71,0.653
UniRef100_A0A1Q4MY72/1-72,0.583
UniRef100_A0A2S1NT84/3-73,0.514
UniRef100_A0A059P2S0/3-73,0.514
UniRef100_A0A8J3X0K5/5-73,0.625
UniRef100_A0A2S1P2F5/3-73,0.514
UniRef100_UPI001A969513/1-72,0.583
UniRef100_G7SQ50/1-71,0.597
UniRef100_A0A2S1NUN0/3-73,0.514
UniRef100_A0A2E1WAR1/5-74,0.556
UniRef100_A0A402B493/1-72,0.583
UniRef100_A0A2S1P0V1/3-73,0.514
UniRef100_A0A2S1NSX5/3-73,0.514
UniRef100_UPI00067E6F2A/3-73,0.583
UniRef100_E8QR67/1-72,0.583
UniRef100_A0A2V8TGL9/1-72,0.597
UniRef100_A0A3G5CSQ6/1-72,0.597
UniRef100_A0A6B3SVK9/1-71,0.625
UniRef100_UPI001C99DF89/1-72,0.625
UniRef100_A0A0G1EUZ5/1-72,0.597
UniRef100_A0A518AJE3/4-74,0.667
UniRef100_A0A2H0DSA2/1-72,0.611
UniRef100_UPI000FD788EC/1-72,0.639
UniRef100_A0A2E9RVZ9/1-72,0.597
UniRef100_A0A1G6E908/1-72,0.597
UniRef100_UPI0002BC2E32/1-65,0.639
UniRef100_A0A354R8F6/5-74,0.611
UniRef100_A0A2V7NL74/1-72,0.569
UniRef100_A0A7Z0SU18/1-71,0.597
UniRef100_A0A7V9QMM2/1-72,0.542
UniRef100_A0A7X6UEZ5/1-72,0.639
UniRef100_A0A0P6WIU5/1-72,0.597
UniRef100_A0A4Q5NEM4/3-73,0.653
UniRef100_A0A2H0U3Q3/1-72,0.639
UniRef100_A0A3M1BYV7/3-71,0.583
UniRef100_A0A536TNJ9/1-72,0.625
UniRef100_A0A0M8K9M2/3-71,0.583
UniRef100_A0A853FGU1/1-71,0.597
UniRef100_A0A3M1JUG4/1-72,0.569
UniRef100_UPI00035C48F3/6-73,0.611
UniRef100_A0A5N9AMU5/4-73,0.611
UniRef100_A0A352VPU3/1-72,0.556
UniRef100_A0A2S1NYM5/3-73,0.514
UniRef100_A0A224AL00/15-85,0.611
UniRef100_A0A2S1NE98/3-73,0.514
UniRef100_A0A1F6QEW3/3-71,0.569
UniRef100_A0A1G0AZT8/1-68,0.583
UniRef100_A0A1G9KR64/6-73,0.625
UniRef100_A0A661TQ80/1-71,0.556
UniRef100_UPI00055A0CD9/1-72,0.611
UniRef100_A0A6F8FC41/2-71,0.500
UniRef100_A0A2D7HHS1/3-73,0.653
UniRef100_A0A7Y5BYB6/4-73,0.569
UniRef100_A0A7G1KPQ5/5-73,0.597
UniRef100_A0A388TE77/4-71,0.597
UniRef100_A0A7V6GNC6/1-72,0.583
UniRef100_A0A1J4RYX1/1-73,0.611
UniRef100_V7ENY8/1-72,0.639
UniRef100_A0A521TVU7/14-84,0.625
UniRef100_A0A8J7QRJ3/1-71,0.583
UniRef100_A0A7V2IK08/4-73,0.569
UniRef100_A0A536WNR6/1-72,0.625
UniRef100_A0A5C6D5A6/4-74,0.681
UniRef100_A0A1F6RKS9/4-73,0.583
UniRef100_A0A3B1AJA9/1-64,0.833
UniRef100_A0A239N565/5-73,0.611
UniRef100_A0A2V7GVI0/1-64,0.625
UniRef100_A0A161R7N1/1-71,0.542
UniRef100_A0A1G0ZKI4/1-72,0.597
UniRef100_A0A7W1KGJ8/4-72,0.639
UniRef100_A0A2M7RB99/1-72,0.583
UniRef100_R6Y0V6/1-73,0.639
UniRef100_A0A258EF61/1-72,0.653
UniRef100_A0A3S7UH19/1-72,0.611
UniRef100_UPI00124DEE7D/1-71,0.625
UniRef100_K1JNR9/1-71,0.583
UniRef100_A0A6N9DGG6/1-72,0.611
UniRef100_A0A1G2BV17/10-77,0.583
UniRef100_A0A1G0DEY7/1-71,0.597
UniRef100_A0A7V4H1E8/1-71,0.611
UniRef100_A0A7C5ZED0/1-73,0.514
UniRef100_UPI00145DED70/1-72,0.611
UniRef100_A0A8A8VHD1/1-72,0.611
UniRef100_A0A7W1QJ11/3-72,0.611
UniRef100_UPI001CED58B5/7-73,0.639
UniRef100_UPI0012982BD4/3-73,0.639
UniRef100_A0A2J0M941/4-73,0.569
UniRef100_A0A2S1NV92/3-73,0.514
UniRef100_A0A7V6BEC7/1-71,0.611
UniRef100_A0A2S1NDE3/3-73,0.514
UniRef100_A0A2E3K589/1-72,0.597
UniRef100_A0A3L7T8M8/1-71,0.486
UniRef100_A0A401ZCJ2/1-72,0.583
UniRef100_A0A7V9HIB7/7-74,0.625
UniRef100_A0A1C6SKU7/6-73,0.625
UniRef100_A0A3B8XLA0/5-73,0.625
UniRef100_A0A521W973/1-72,0.597
UniRef100_A0A178MYI0/1-72,0.556
UniRef100_A0A6G1SXT2/16-86,0.639
UniRef100_A0A2S1UCQ2/3-73,0.514
UniRef100_A0A535HVX7/35-104,0.625
UniRef100_A0A4U3LPN2/4-73,0.639
UniRef100_A0A1V6EEL0/1-71,0.583
UniRef100_A0A2G6EJ96/1-72,0.722
UniRef100_A0A520PU40/1-71,0.611
UniRef100_A0A7W0MIR0/1-73,0.639
UniRef100_UPI001A99265F/1-71,0.556
UniRef100_A0A7V3MBS3/1-72,0.528
UniRef100_A0A2G1ZV05/3-75,0.597
UniRef100_A0A532VF91/1-71,0.569
UniRef100_A0A1W6CXW3/1-72,0.611
UniRef100_A0A1S2Q4F8/6-73,0.611
UniRef100_A0A845H3P4/1-71,0.569
UniRef100_A0A7Z2VUS3/1-71,0.556
UniRef100_A0A272EUR4/1-71,0.597
UniRef100_A0A847FK84/5-74,0.653
UniRef100_UPI000CF10A95/1-72,0.556
UniRef100_UPI001E47BCB5/1-71,0.597
UniRef100_A0A2W5XIS2/1-66,0.625
UniRef100_A0A6N6SU86/1-72,0.583
UniRef100_A0A2Z3V3C9/5-73,0.625
UniRef100_R6J8U0/1-72,0.597
UniRef100_A0A352LP17/1-71,0.597
UniRef100_A0A3N5JZ32/3-68,0.569
UniRef100_A0A1I3LB36/1-72,0.583
UniRef100_UPI001290D7B4/1-71,0.653
UniRef100_V4TJ76/1-72,0.542
UniRef100_UPI0005A9263F/5-73,0.597
UniRef100_A0A2E4SV44/1-64,0.681
UniRef100_C1A9Q0/2-71,0.611
UniRef100_A0A431HF76/4-72,0.667
UniRef100_A0A2V7M0F7/1-72,0.583
UniRef100_A0A5B9QIW9/4-74,0.667
UniRef100_A0A0Q6TET0/1-71,0.556
UniRef100_A0A850CY72/4-73,0.639
UniRef100_A0A349Q8U2/1-72,0.597
UniRef100_A0A4R2ILC9/5-73,0.625
UniRef100_A0A0M4K267/1-72,0.597
UniRef100_A0A202DSC5/4-72,0.639
UniRef100_A0A5C6AQI8/20-90,0.653
UniRef100_A0A433BZA9/1-71,0.556
UniRef100_A0A2D6A5Q0/1-70,0.556
UniRef100_A0A0G1T4B8/36-104,0.542
UniRef100_A0A2M7VC68/1-72,0.569
UniRef100_A0A2A2RHP5/1-72,0.583
UniRef100_A0A563CG00/3-73,0.639
UniRef100_A0A3M2F0Z7/4-71,0.583
UniRef100_A0A7Y5SFT3/1-72,0.569
UniRef100_R7C6J9/1-71,0.583
UniRef100_A0A5C7KBZ7/1-71,0.611
UniRef100_A0A4Q3MF84/3-73,0.639
UniRef100_A0A286QHN3/1-72,0.639
UniRef100_A0A2A5VBH0/1-70,0.653
UniRef100_A0A6J5YEG0/2-60,0.639
UniRef100_K9L4H6/2-71,0.486
UniRef100_A0A542DSH9/4-73,0.639
UniRef100_A0A7W2GIV4/1-72,0.639
UniRef100_UPI001890F024/1-72,0.611
UniRef100_A0A0G9MVI6/1-71,0.667
UniRef100_A0A3D2UR33/1-73,0.597
UniRef100_A0A4Y9RIF8/1-71,0.597
UniRef100_A0A1E5XWU0/1-72,0.583
UniRef100_A0A1F4EJI9/1-72,0.583
UniRef100_A0A3E0QDH5/1-70,0.667
UniRef100_I9UA97/1-72,0.556
UniRef100_A0A0F4IZY4/6-73,0.611
UniRef100_A0A838DGT4/1-72,0.597
UniRef100_A0A0G1VMC1/1-70,0.542
UniRef100_A0A7L9R5R7/2-71,0.486
UniRef100_A0A7T9K7L4/4-72,0.625
UniRef100_A0A3D3IT98/1-72,0.556
UniRef100_D3PN19/3-72,0.569
UniRef100_Q2RWM9/1-72,0.556
UniRef100_A0A381W6R7/1-64,0.736
UniRef100_A0A7V9VGZ2/30-97,0.611
UniRef100_A0A2S5JH16/1-72,0.597
UniRef100_A0A6I6E8J3/3-75,0.639
UniRef100_A0A8J3RV28/5-73,0.611
UniRef100_A0A2E6VVZ0/1-72,0.625
UniRef100_A0A2S1P1Z3/3-73,0.514
UniRef100_A0A2S1NHA8/3-73,0.514
UniRef100_A0A059SRG0/1-72,0.597
UniRef100_A0A2V7QNJ2/1-64,0.625
UniRef100_A0A7S4KRC9/73-144,0.639
UniRef100_A0A1Z8N5D1/4-74,0.639
UniRef100_A0A7C9K611/1-72,0.625
UniRef100_Q5NYA7/1-72,0.625
UniRef100_A0A0D2I2B9/11-81,0.569
UniRef100_A0A4Q3UPM1/14-84,0.639
UniRef100_A0A261DB11/1-71,0.597
UniRef100_A0A2G9YQW4/3-71,0.569
UniRef100_A0A0G1SAH6/20-86,0.569
UniRef100_A0A7X7X7V2/1-73,0.583
UniRef100_A0A838N0N5/1-72,0.639
UniRef100_A0A3L7SAU7/1-72,0.597
UniRef100_UPI000FFC651F/1-72,0.569
UniRef100_B1GZA5/1-72,0.556
UniRef100_A0A8F1SBJ0/3-73,0.639
UniRef100_UPI00163D3C90/1-71,0.597
UniRef100_A0A1C7D7L5/1-71,0.694
UniRef100_A0A2W6A6C5/1-72,0.611
UniRef100_S9RSW2/1-72,0.639
UniRef100_A0A838R1B6/4-74,0.653
UniRef100_R7EZI9/1-71,0.639
UniRef100_A0A0N8GKX2/3-73,0.583
UniRef100_H0PTG2/1-72,0.625
UniRef100_A0A6N4SXK5/1-71,0.611
UniRef100_A0A2V7RR67/2-71,0.611
UniRef100_A0A1M4VPQ6/1-71,0.542
UniRef100_A0A398D0C6/1-71,0.667
UniRef100_B5YDW5/5-73,0.528
UniRef100_A0A496H1W8/1-72,0.569
UniRef100_A0A7V0XFT8/5-74,0.583
UniRef100_A0A7S0F076/80-151,0.639
UniRef100_A0A0U1PZL8/1-71,0.542
UniRef100_A0A367ZZS5/3-73,0.583
UniRef100_A0A354PHW2/3-73,0.639
UniRef100_A0A7H4SDK1/1-64,0.792
UniRef100_UPI00041E8473/1-71,0.583
UniRef100_A0A2E1CL64/1-72,0.569
UniRef100_A0A543L8N8/1-71,0.556
UniRef100_A0A0S7Y529/3-73,0.583
UniRef100_A0A3D1WNW7/1-72,0.597
UniRef100_A0A2T6JI19/1-71,0.556
UniRef100_A0A661B7F7/3-68,0.611
UniRef100_A0A0S8AZB5/1-72,0.597
UniRef100_A0A1B1QCZ6/2-71,0.486
UniRef100_A0A2H5W8I0/3-74,0.583
UniRef100_A0A5B9RD56/1-72,0.611
UniRef100_K9UKL0/1-64,0.681
UniRef100_A0A1F4T5Y5/3-73,0.597
UniRef100_A0A2V2D6L4/1-72,0.611
UniRef100_A0A1H8YL90/1-72,0.611
UniRef100_A0A1B3SLJ3/1-72,0.583
UniRef100_A0A4V3EZT4/7-73,0.625
UniRef100_A0A7Y5V3S7/1-72,0.542
UniRef100_UPI001F2565A3/1-71,0.583
UniRef100_UPI001784329D/1-72,0.625
UniRef100_UPI00026F24A2/3-71,0.611
UniRef100_A0A0S0ZGM3/2-71,0.486
UniRef100_A0A7W8M9H3/1-71,0.597
UniRef100_A0A2E4L103/1-75,0.597
UniRef100_A0A891M6J2/1-71,0.653
