id,identity_to_query
UniRef100_A0A412AZD3/1-346,0.366
UniRef100_UPI001662FBB8/1-359,0.355
UniRef100_A0A424Z0A0/2-350,0.361
UniRef100_A0A1I6MPH5/1-362,0.361
UniRef100_A0A7C4B138/3-345,0.380
UniRef100_A0A1K1Z3Y9/1-344,0.344
UniRef100_A0A0M3TB86/6-356,0.352
UniRef100_A0A6V8KSC0/12-357,0.358
UniRef100_A0A2U3AIQ6/2-349,0.361
UniRef100_A0A327YYH2/5-352,0.331
UniRef100_A0A6L8C9V5/8-351,0.399
UniRef100_A0A1H2AKA5/9-366,0.372
UniRef100_A0A1G4YBB4/4-354,0.377
UniRef100_UPI001C3D1B4A/13-364,0.413
UniRef100_A0A1Z9ABN4/13-361,0.339
UniRef100_UPI001A96D7C1/5-352,0.322
UniRef100_UPI00053D5DD1/4-357,0.306
UniRef100_A0A2N0AVG0/15-360,0.369
UniRef100_A0A523RRD7/26-367,0.350
UniRef100_UPI001C83D36C/9-355,0.385
UniRef100_UPI00047C69C1/6-351,0.311
UniRef100_H7FV61/4-354,0.320
UniRef100_A0A1T4KWW9/6-357,0.358
UniRef100_A0A2E3LZS1/17-324,0.322
UniRef100_A0A367AXB1/5-348,0.350
UniRef100_A0A6A8GZM6/1-353,0.352
UniRef100_A0A7S4V254/14-355,0.350
UniRef100_UPI000DE1DE80/5-357,0.350
UniRef100_A0A2N0JFC2/7-351,0.322
UniRef100_A0A1V5MJM1/13-366,0.361
UniRef100_R5E7G7/3-348,0.374
UniRef100_UPI00040FCB9D/1-363,0.358
UniRef100_R9GZR4/5-351,0.325
UniRef100_UPI000E20568F/174-518,0.361
UniRef100_A0A3N5UU88/190-521,0.352
UniRef100_B6GBP5/9-360,0.355
UniRef100_A0A3N4VMT3/25-373,0.339
UniRef100_A0A353YZR2/1-344,0.383
UniRef100_A0A432CQ14/4-354,0.311
UniRef100_A0A1H9FGZ0/12-365,0.350
UniRef100_A0A2E6Z1F9/12-365,0.331
UniRef100_A0A2H5YPF2/199-554,0.383
UniRef100_UPI00082CFEC9/13-372,0.352
UniRef100_A0A2A2GFQ9/12-356,0.339
UniRef100_A0A2G3E117/1-347,0.374
UniRef100_UPI0011AAEA27/6-352,0.344
UniRef100_UPI001F41E2DC/1-345,0.363
UniRef100_A0A1V5DDX4/24-343,0.322
UniRef100_A0A1M5CDG6/8-354,0.306
UniRef100_A0A0Q5W4S9/5-356,0.369
UniRef100_UPI000C0808A9/19-371,0.385
UniRef100_A0A370EXG0/4-354,0.303
UniRef100_A0A3B0B5T4/5-360,0.358
UniRef100_A0A3D4SYG6/180-509,0.352
UniRef100_A0A2E1P6K7/7-358,0.295
UniRef100_A0A7W0QTP2/7-343,0.355
UniRef100_A0A849DIG2/5-355,0.352
UniRef100_A0A1M4ZIS0/11-358,0.320
UniRef100_UPI00143AD36E/9-356,0.363
UniRef100_UPI001E3F7FFF/5-336,0.369
UniRef100_A0A2T2VUJ2/5-354,0.303
UniRef100_A0A5L4F3L2/5-348,0.369
UniRef100_A0A7Z0IJM4/1-357,0.391
UniRef100_A0A7C1QRU7/6-351,0.311
UniRef100_UPI00145A655A/8-353,0.295
UniRef100_A0A7X9C8P0/6-358,0.350
UniRef100_A0A1K1LIR5/1-339,0.355
UniRef100_A0A538U7U1/14-362,0.426
UniRef100_A0A653WKC9/23-379,0.352
UniRef100_A0A3M8PB92/1-353,0.361
UniRef100_A0A7Y8LZF2/2-359,0.396
UniRef100_A0A4R5CT59/4-354,0.309
UniRef100_UPI0019216034/19-364,0.363
UniRef100_UPI000469DB86/4-353,0.317
UniRef100_A0A7G7LH68/1-353,0.366
UniRef100_A0A495SKH3/4-354,0.301
UniRef100_A0A562KRN3/4-353,0.298
UniRef100_A0A6P2B104/1-342,0.402
UniRef100_A0A842HLQ7/4-371,0.440
UniRef100_A0A0A3IQ24/2-353,0.374
UniRef100_UPI00058E4E0D/4-354,0.281
UniRef100_UPI001411BE7D/2-347,0.383
UniRef100_UPI0016695E0D/1-352,0.383
UniRef100_A0A2D6I193/7-361,0.350
UniRef100_UPI00195EC77B/1-354,0.402
UniRef100_UPI000491028E/12-349,0.347
UniRef100_A0A1B2J278/1-353,0.361
UniRef100_A0A0X8G597/6-353,0.309
UniRef100_A0A2W7I7Q7/10-353,0.298
UniRef100_A0A1I0VCR2/1-356,0.380
UniRef100_UPI00195E5F08/1-353,0.333
UniRef100_A0A535PLJ5/1-355,0.352
UniRef100_A0A4V2Y4K7/9-356,0.366
UniRef100_UPI000D34B60E/2-360,0.350
UniRef100_A0A7C7IKF4/8-353,0.292
UniRef100_UPI001F33DDAC/5-348,0.415
UniRef100_A0A7G9RAB2/9-369,0.355
UniRef100_UPI000529951E/185-538,0.355
UniRef100_A0A1D8AUU5/4-358,0.393
UniRef100_A0A7Y3E2V0/12-346,0.377
UniRef100_A0A1I2F3K4/5-352,0.339
UniRef100_UPI001CE44DE5/6-361,0.331
UniRef100_A0A7C2BMK5/171-526,0.407
UniRef100_A0A8J3KR41/7-349,0.358
UniRef100_UPI0009F6D001/38-376,0.331
UniRef100_UPI00195ACF4E/7-349,0.393
UniRef100_A0A7Y5BSW3/166-521,0.372
UniRef100_A0A1R3UKV4/6-357,0.347
UniRef100_A0A800BM95/4-353,0.336
UniRef100_A0A0B0D992/1-352,0.355
UniRef100_D7AZN0/6-357,0.350
UniRef100_UPI001EF3ADFA/2-346,0.352
UniRef100_A0A0F0KD78/23-379,0.358
UniRef100_UPI000B7836AA/6-356,0.372
UniRef100_A0A2N1G9D4/4-354,0.317
UniRef100_UPI000309C237/5-352,0.333
UniRef100_A0A6B0XXI2/8-350,0.369
UniRef100_UPI000A03EC58/3-362,0.358
UniRef100_UPI0012F75113/5-354,0.361
UniRef100_A0A7Y9KV02/10-360,0.352
UniRef100_A0A7X7SLD3/1-355,0.393
UniRef100_A0A7C1RHU1/11-371,0.363
UniRef100_A0A1N6NPV4/6-350,0.311
UniRef100_A0A2D4YWE4/7-368,0.413
UniRef100_UPI0004C3BCC3/9-366,0.363
UniRef100_A0A2H5WSH9/180-533,0.369
UniRef100_A0A7G8V0N4/5-350,0.336
UniRef100_A0A4R9M2U2/6-359,0.366
UniRef100_UPI001ACBC7D7/4-350,0.350
UniRef100_A0A837MWK3/5-367,0.344
UniRef100_A0A1J5Q9Y8/7-358,0.358
UniRef100_A0A2I0V3M9/2-360,0.358
UniRef100_A0A3M2AXV3/184-538,0.372
UniRef100_UPI0004933100/1-353,0.358
UniRef100_A0A0X8FJV3/1-355,0.372
UniRef100_A0A316PUS0/12-351,0.361
UniRef100_UPI0019418EFD/8-355,0.344
UniRef100_UPI00122FD05E/7-352,0.314
UniRef100_A0A7X7ZDB9/1-363,0.317
UniRef100_UPI0008D9A7A9/1-351,0.372
UniRef100_A0A1H1SVB7/1-355,0.328
UniRef100_A0A2W6E8H1/20-370,0.358
UniRef100_A0A7C4XAK6/1-344,0.342
UniRef100_A0A4Q1IM01/6-353,0.314
UniRef100_UPI001BE603C1/1-350,0.374
UniRef100_R7XXS8/6-362,0.347
UniRef100_UPI001E33F395/8-355,0.314
UniRef100_A0A1M6BU23/8-353,0.298
UniRef100_A0A6N6JXE7/3-355,0.374
UniRef100_A0A2T3VDI5/9-356,0.374
UniRef100_UPI0016295BE0/5-345,0.317
UniRef100_UPI00188B2819/4-355,0.287
UniRef100_A0A2E3SGT3/5-360,0.336
UniRef100_A0A7W1CTB5/7-359,0.369
UniRef100_A0A075JPH2/1-350,0.366
UniRef100_UPI00163A2064/4-345,0.303
UniRef100_UPI001C624F24/10-363,0.358
UniRef100_A0A543KPM1/8-362,0.355
UniRef100_A0A1D8B474/169-513,0.374
UniRef100_A0A5C5T325/1-350,0.385
UniRef100_A0A5N5ZFJ2/5-354,0.320
UniRef100_A0A540R6T4/8-357,0.350
UniRef100_A0A5E8H810/14-360,0.358
UniRef100_A0A2A5B5I0/7-362,0.284
UniRef100_UPI0013D92EB5/1-354,0.355
UniRef100_UPI001A8F5E46/1-360,0.355
UniRef100_A6E916/5-355,0.328
UniRef100_A0A7J9VM92/11-367,0.361
UniRef100_A0A2N2PTJ7/217-560,0.396
UniRef100_A0A4R6KIR6/7-365,0.336
UniRef100_UPI00195F246C/183-538,0.352
UniRef100_UPI001F517720/7-349,0.314
UniRef100_UPI0018DC06F2/182-541,0.358
UniRef100_UPI0004292990/10-354,0.352
UniRef100_A0A1F3Q4M8/3-360,0.295
UniRef100_UPI0019579192/1-356,0.347
UniRef100_UPI00191A1509/1-353,0.358
UniRef100_A0A838CPU2/1-357,0.352
UniRef100_A0A2T8FAY6/15-367,0.342
UniRef100_A0A2P2BY86/10-363,0.355
UniRef100_A0A0A2MTI0/4-354,0.306
UniRef100_A0A0K9GCI4/1-355,0.352
UniRef100_Q1V1L4/5-364,0.333
UniRef100_A0A0N1J0B8/2-360,0.361
UniRef100_A0A6N3IPF5/16-380,0.407
UniRef100_A0A850BSG3/199-494,0.328
UniRef100_A0A1H5Z6W4/21-366,0.303
UniRef100_A0A537WZL9/1-358,0.361
UniRef100_A0A7K0R4N5/6-362,0.358
UniRef100_A0A651HR81/45-376,0.366
UniRef100_A0A8J3C5U3/5-351,0.358
UniRef100_UPI000413D5F9/1-351,0.358
UniRef100_A0A1Z9G7N6/4-360,0.363
UniRef100_UPI001746B0AF/4-350,0.306
UniRef100_A0A7Y4RNB9/5-337,0.380
UniRef100_UPI001CCB5ED5/8-362,0.339
UniRef100_UPI0018F8348C/1-340,0.383
UniRef100_A0A5N9ACW5/9-365,0.317
UniRef100_A0A5C8EWT4/1-345,0.355
UniRef100_A0A0F9ZT58/683-1054,0.361
UniRef100_A0A2E3SNB3/8-353,0.309
UniRef100_A0A520U188/3-349,0.388
UniRef100_J4V643/4-354,0.374
UniRef100_A0A0U1QN01/5-344,0.383
UniRef100_UPI00166DABBB/5-356,0.363
UniRef100_A0A4V2B8S2/6-349,0.328
UniRef100_A0A8J6IBB4/8-364,0.333
UniRef100_A0A3A4VYC3/42-388,0.377
UniRef100_A0A7X9BWH8/1-364,0.342
UniRef100_UPI00040F3933/7-351,0.306
UniRef100_A8MH15/1-357,0.366
UniRef100_UPI0011F1E334/7-352,0.311
UniRef100_UPI0004267D0A/5-360,0.320
UniRef100_A0A4R7DGR8/6-351,0.311
UniRef100_B0SM33/15-361,0.363
UniRef100_A0A396M939/5-338,0.380
UniRef100_A0A368XCG1/1-354,0.358
UniRef100_A0A847XXY6/183-526,0.355
UniRef100_A0A2T2VBE2/7-375,0.415
UniRef100_UPI00034932F7/5-356,0.352
UniRef100_A0A4Q1K075/7-349,0.303
UniRef100_A0A7J5B373/9-358,0.314
UniRef100_A0A2E3ZUG5/5-365,0.361
UniRef100_A0A0R2H191/1-350,0.385
UniRef100_A0A6B3QY73/6-355,0.309
UniRef100_UPI0011DFC8D5/21-374,0.347
UniRef100_A0A7U5GYR1/1-363,0.358
UniRef100_A0A4Q9KMR3/1-357,0.372
UniRef100_A0A653M4U6/4-354,0.290
UniRef100_A0A1C6DCK8/1-343,0.372
UniRef100_UPI00164AF532/1-337,0.388
UniRef100_A0A0P7M3V9/2-360,0.363
UniRef100_UPI001F3C14BD/5-348,0.404
UniRef100_UPI0012D97DC2/2-360,0.339
UniRef100_A0A1G7V201/6-355,0.306
UniRef100_A0A4S2N6E7/16-377,0.352
UniRef100_UPI00157006CA/1-357,0.350
UniRef100_A0A2E7VDY4/7-362,0.415
UniRef100_UPI0009888547/1-356,0.374
UniRef100_A0A4Y9Q978/1-347,0.352
UniRef100_A0A5J6SLG9/3-359,0.350
UniRef100_A0A364VBT8/16-372,0.328
UniRef100_UPI001E48ACE8/175-518,0.361
UniRef100_A0A062WUE4/15-356,0.369
UniRef100_H1LF44/1-353,0.331
UniRef100_A0A5E6MGW2/31-375,0.407
UniRef100_A0A832HH74/2-348,0.396
UniRef100_A0A1H3I5J1/11-356,0.350
UniRef100_A0A7C4PLQ9/214-548,0.383
UniRef100_A0A1Z7ZY02/4-359,0.298
UniRef100_A0A1W9X5B9/1-341,0.350
UniRef100_A0A7Y5L1K0/185-529,0.328
UniRef100_A0A1H3D536/6-352,0.352
UniRef100_UPI001967E36A/1-356,0.399
UniRef100_A0A080N2P8/192-545,0.369
UniRef100_A0A8F3J7P1/9-363,0.347
UniRef100_A0A2T3AIY3/33-396,0.361
UniRef100_A0A1V5GCP3/1-341,0.344
UniRef100_A0A6N8KXB9/5-354,0.314
UniRef100_A0A8I0FYK9/4-358,0.369
UniRef100_A0A4R9GEB4/5-361,0.317
UniRef100_A0A4U0H5M4/5-350,0.339
UniRef100_A0A831USX4/181-538,0.363
UniRef100_A0A847Y4X6/1-346,0.342
UniRef100_A0A0B8T5I1/7-353,0.322
UniRef100_A0A2P8EKF7/1-345,0.372
UniRef100_A0A2V9N4T2/14-373,0.363
UniRef100_A0A7C7NVS0/5-363,0.320
UniRef100_A0A0G1QVI8/9-342,0.380
UniRef100_UPI0010C76214/25-381,0.372
UniRef100_A0A5C8B3Q2/13-361,0.350
UniRef100_A0A3D9RPL0/6-353,0.306
UniRef100_G9YEN8/1-348,0.361
UniRef100_A0A7X8VW34/1-338,0.369
UniRef100_UPI001C58B10C/188-545,0.355
UniRef100_A0A011WP20/12-364,0.363
UniRef100_A0A2E3NVT0/5-355,0.292
UniRef100_A0A239PFZ8/9-356,0.369
UniRef100_A0A4Q5J0S9/13-370,0.339
UniRef100_A0A2T1F9I2/1-298,0.374
UniRef100_A0A5C4M9L6/6-363,0.342
UniRef100_A0A4R6STD5/8-353,0.333
UniRef100_A0A1M5MMD5/51-358,0.333
UniRef100_A0A3N6ZBH3/5-358,0.372
UniRef100_UPI00044E9666/1-358,0.320
UniRef100_A0A7J9WXW6/170-526,0.369
UniRef100_A0A645C4U3/1-346,0.363
UniRef100_UPI001665226A/4-350,0.311
UniRef100_UPI00110C4C24/6-355,0.352
UniRef100_UPI0011429D93/4-358,0.358
UniRef100_A0A6N8CMX5/1-356,0.369
UniRef100_A0A1V1I313/29-379,0.339
UniRef100_A0A2E8HGE1/16-374,0.402
UniRef100_A0A7V6DP23/34-382,0.391
UniRef100_UPI001E5C90E5/4-349,0.322
UniRef100_A0A1H3MUT5/1-350,0.339
UniRef100_A0A367FG34/5-357,0.361
UniRef100_UPI00140C357E/15-369,0.361
UniRef100_A0A4Q9YNJ3/5-354,0.306
UniRef100_UPI000F78DF34/1-354,0.366
UniRef100_A0A858BS64/1-355,0.347
UniRef100_A0A7Y9Z9P1/1-374,0.366
UniRef100_A0A023CY01/7-353,0.344
UniRef100_A0A6N7W3D0/1-353,0.363
UniRef100_A0A535HN30/172-493,0.374
UniRef100_A0A847CA98/1-348,0.377
UniRef100_A0A2V9H8V7/12-349,0.363
UniRef100_A0A7C5FPQ1/1-280,0.443
UniRef100_A0A087DPB9/186-543,0.358
UniRef100_UPI001C4300FA/4-345,0.372
UniRef100_UPI00047BD383/7-358,0.287
UniRef100_UPI001E537CD7/8-336,0.377
UniRef100_A0A7V9DS19/10-353,0.355
UniRef100_S4Y1T5/179-531,0.369
UniRef100_UPI001CBC4A6E/1-349,0.380
UniRef100_UPI0005BBDD0F/6-354,0.374
UniRef100_UPI00096AA6C3/177-520,0.383
UniRef100_A0A6P0EYC2/5-350,0.350
UniRef100_A0A2D6WN88/3-359,0.372
UniRef100_UPI0018CC8D27/2-360,0.355
UniRef100_A0A0M1YXA2/5-359,0.336
UniRef100_UPI000C068C46/4-347,0.347
UniRef100_A0A7W0L1X4/170-523,0.361
UniRef100_UPI001CF47D4E/1-373,0.369
UniRef100_A0A7X7PH60/1-345,0.374
UniRef100_A0A660W9S1/1-297,0.352
UniRef100_A0A535KRJ1/2-355,0.358
UniRef100_A0A3N4I5S5/18-390,0.347
UniRef100_A0A2N6C808/1-340,0.361
UniRef100_A0A3N2B9C7/180-528,0.372
UniRef100_A0A6M1NMV8/8-353,0.311
UniRef100_A0A8B2DU97/9-360,0.336
UniRef100_A0A318IHT1/5-351,0.322
UniRef100_A0A099YA10/2-350,0.372
UniRef100_UPI00112B04A2/5-352,0.339
UniRef100_A0A292Q4B2/25-394,0.355
UniRef100_A0A1Y1T5Z5/7-353,0.295
UniRef100_A0A2P8EA70/4-343,0.320
UniRef100_A0A1M6EXI8/22-370,0.317
UniRef100_UPI0018EDA1D9/5-349,0.342
UniRef100_A0A1H2SUC0/2-341,0.303
UniRef100_A0A3B7DBX1/5-362,0.355
UniRef100_UPI000F8F63D3/1-356,0.358
UniRef100_A0A521AYU8/7-350,0.322
UniRef100_A0A5K7ZGV8/1-341,0.377
UniRef100_A0A7C3CBL6/6-355,0.328
UniRef100_A0A355UXL9/1-348,0.336
UniRef100_A0A8B0IAZ0/3-348,0.303
UniRef100_A0A7W1K261/1-357,0.352
UniRef100_A0A2H0DJ64/1-360,0.407
UniRef100_A0A3A1TW69/10-355,0.336
UniRef100_A0A4R1BW70/7-363,0.374
UniRef100_UPI00129A16D3/1-363,0.347
UniRef100_A0A366ZMX5/6-358,0.358
UniRef100_A0A3B8Z0S6/5-360,0.410
UniRef100_UPI0006E2B7EC/172-529,0.363
UniRef100_UPI0011712FD7/2-359,0.347
UniRef100_A0A7W7H8C8/4-351,0.339
UniRef100_A0A3A9W3D3/7-354,0.295
UniRef100_A0A1T5FNU4/8-350,0.336
UniRef100_UPI0017483419/6-356,0.361
UniRef100_UPI00046F205A/1-361,0.344
UniRef100_A0A349G7L5/5-341,0.344
UniRef100_A0A3M8HEF4/2-358,0.325
UniRef100_A0A3D0M9T0/5-394,0.358
UniRef100_UPI001BD42C87/4-349,0.320
UniRef100_UPI001651A1FF/32-361,0.320
UniRef100_UPI0004090AC6/7-352,0.314
UniRef100_A0A3D0DLC2/14-363,0.336
UniRef100_A0A1F6RFN6/6-368,0.369
UniRef100_UPI00166DB0AD/1-357,0.374
UniRef100_D2RLL6/1-349,0.363
UniRef100_A0A3D8HKK2/8-367,0.380
UniRef100_UPI000C32E7C2/4-352,0.320
UniRef100_UPI001656C71E/4-354,0.301
UniRef100_UPI001D0F4A6D/4-362,0.352
UniRef100_A0A7I0HSI3/15-361,0.358
UniRef100_A0A7W9XJ26/4-346,0.309
UniRef100_A0A7C9JAT8/10-354,0.380
UniRef100_UPI001F27B6EE/196-559,0.434
UniRef100_A0A2N2NH10/175-522,0.350
UniRef100_UPI00168ACC19/7-353,0.309
UniRef100_UPI0009FBEA5B/7-348,0.352
UniRef100_A0A372J675/1-348,0.350
UniRef100_A0A1F6QLS7/5-364,0.344
UniRef100_A0A5P5ZMK4/8-344,0.317
UniRef100_A0A7Y1YBY9/7-352,0.328
UniRef100_UPI001C06F170/4-351,0.328
UniRef100_A0A511ZD41/1-356,0.372
UniRef100_A0A3S4VS02/172-518,0.383
UniRef100_A0A2D5G908/4-354,0.317
UniRef100_A0A2E7A120/1-364,0.388
UniRef100_A0A8J3KAV2/7-355,0.352
UniRef100_A0A7K1LPI7/10-350,0.303
UniRef100_A0A1I1G5U6/7-353,0.298
UniRef100_UPI001BDCD883/1-351,0.361
UniRef100_V6SKL5/4-354,0.290
UniRef100_UPI001E571B61/6-350,0.331
UniRef100_UPI000C9FDF53/1-346,0.363
UniRef100_UPI00140D1191/5-353,0.298
UniRef100_UPI000F51EBAE/13-365,0.402
UniRef100_A0A7T7MBA7/234-590,0.380
UniRef100_A0A7K0BHJ2/5-352,0.314
UniRef100_UPI00048EB526/6-358,0.361
UniRef100_A0A536DNF3/3-340,0.383
UniRef100_A0A535MZU9/170-527,0.393
UniRef100_A0A0D2U9X2/45-392,0.361
UniRef100_UPI00131C71EF/2-352,0.295
UniRef100_X5DLV6/8-344,0.355
UniRef100_A0A7C6YTN2/1-332,0.342
UniRef100_A0A4Q1KJU5/5-354,0.303
UniRef100_A3J7E6/4-352,0.295
UniRef100_UPI001680B519/7-352,0.322
UniRef100_A0A2E3AZS0/12-365,0.333
UniRef100_A0A562VD51/171-518,0.355
UniRef100_R6LNM4/1-341,0.374
UniRef100_UPI00115DA3F9/1-351,0.377
UniRef100_A0A1G4VTD2/5-342,0.350
UniRef100_A0A1G1LKA1/1-377,0.385
UniRef100_A0A1T1CCK4/6-354,0.317
UniRef100_A0A2D7KYV6/14-376,0.358
UniRef100_A0A812IUX8/975-1315,0.347
UniRef100_A0A239FVN2/1-347,0.344
UniRef100_A0A7X8X9G5/6-314,0.325
UniRef100_F7YWY9/186-544,0.325
UniRef100_A0A7Y9I306/6-360,0.380
UniRef100_A0A359LTN3/1-355,0.331
UniRef100_A0A2N2JPB2/6-353,0.383
UniRef100_UPI001031CE62/5-353,0.314
UniRef100_UPI001F0D3E18/10-354,0.306
UniRef100_UPI000DE20733/4-347,0.339
UniRef100_A0A5M8QYH4/10-341,0.306
UniRef100_A0A5C5USG5/1-351,0.363
UniRef100_UPI0015E8B9CC/14-363,0.322
UniRef100_A0A1H1UB00/6-364,0.385
UniRef100_A0A1F9WYP8/3-366,0.366
UniRef100_A0A2H0VYF9/3-323,0.342
UniRef100_A0A1H0WHW9/6-350,0.309
UniRef100_A0A847QQ99/5-357,0.363
UniRef100_UPI00128E1DAF/1-356,0.372
UniRef100_UPI00039B754A/7-353,0.404
UniRef100_UPI0015564052/4-348,0.320
UniRef100_UPI0018984CA8/5-356,0.339
UniRef100_A0A2C9A324/8-355,0.333
UniRef100_B3QMM2/4-363,0.372
UniRef100_A0A538TY15/21-369,0.407
UniRef100_UPI001BE1677F/17-352,0.311
UniRef100_A0A1M7ZZY2/4-353,0.301
UniRef100_A0A562TLG8/4-349,0.331
UniRef100_A0A425VZQ3/5-355,0.350
UniRef100_UPI00178C0AA5/5-355,0.355
UniRef100_UPI001F00C689/21-365,0.355
UniRef100_A0A1C7DGH7/1-350,0.380
UniRef100_UPI000E5BBDF5/5-349,0.391
UniRef100_UPI00094E8E42/1-350,0.355
UniRef100_UPI0005CA0C98/4-352,0.298
UniRef100_A0A1F9ANL3/18-358,0.361
UniRef100_UPI001F45AE9F/4-354,0.322
UniRef100_A0A2D5I5V6/4-353,0.306
UniRef100_A0A1G9QKK1/41-368,0.325
UniRef100_A0A7V8YR53/1-349,0.410
UniRef100_UPI0010F8ABAE/1-350,0.361
UniRef100_UPI00164C4E7A/8-358,0.298
UniRef100_A0A1E7XI59/1-353,0.339
UniRef100_A0A095WPM1/162-511,0.350
UniRef100_A0A380NLK9/1-346,0.355
UniRef100_A0A5J5FB88/16-378,0.361
UniRef100_A0A136WFS6/1-346,0.358
UniRef100_UPI000DE4EF28/9-346,0.333
UniRef100_UPI000A3A379D/7-351,0.309
UniRef100_UPI001CCE4BEC/8-354,0.303
UniRef100_A0A8J3NJX2/8-352,0.358
UniRef100_A0A5C7Z3D1/4-353,0.301
UniRef100_A0A7T9GRX4/1-344,0.363
UniRef100_A0A110B2I7/4-349,0.317
UniRef100_UPI001AC55158/7-356,0.350
UniRef100_UPI000DE8F73C/4-347,0.306
UniRef100_UPI00165CFFB6/8-357,0.309
UniRef100_A0A1W2BMH5/5-352,0.314
UniRef100_UPI001411E6B8/4-354,0.328
UniRef100_A0A2J0KVE9/1-359,0.366
UniRef100_A0A3D2KCR5/3-350,0.385
UniRef100_UPI00194262DC/1-353,0.320
UniRef100_UPI0018E982B6/15-372,0.369
UniRef100_A0A285MRP5/4-350,0.317
UniRef100_A0A1F8YR48/6-361,0.380
UniRef100_UPI001C30AC1F/1-356,0.366
UniRef100_A0A516GBK4/88-432,0.350
UniRef100_A0A349UP44/3-280,0.355
UniRef100_UPI0019455F2C/8-356,0.352
UniRef100_A0A316LSS8/13-351,0.366
UniRef100_UPI00177C7245/1-353,0.372
UniRef100_A0A2S0RHV8/5-354,0.306
UniRef100_A0A7Y5MYL9/4-355,0.385
UniRef100_A0A536ITE4/2-355,0.363
UniRef100_UPI000DD4E5A9/1-355,0.342
UniRef100_UPI0016750534/10-355,0.301
UniRef100_A0A4V2NTE5/5-360,0.355
UniRef100_A0A6I3CHM6/2-351,0.358
UniRef100_A0A7V9CJY8/13-364,0.372
UniRef100_A0A7Y3D1U3/6-357,0.295
UniRef100_UPI001CCC365A/27-378,0.342
UniRef100_A0A7W7W2Q3/10-356,0.377
UniRef100_A0A2I2KU30/20-361,0.380
UniRef100_R7LUI2/1-349,0.358
UniRef100_UPI00101E21E7/1-355,0.355
UniRef100_A0A6N8HU53/1-352,0.352
UniRef100_UPI00056B518E/1-354,0.396
UniRef100_A0A847DD74/18-337,0.322
UniRef100_A0A2U2X3L4/7-353,0.301
UniRef100_UPI001CFEAB6B/1-350,0.347
UniRef100_UPI0013D5185E/19-360,0.377
UniRef100_A0A559R916/4-352,0.301
UniRef100_A0A7V2CJF1/22-380,0.388
UniRef100_A0A3D5UIN2/5-352,0.301
UniRef100_A0A257SFZ4/2-353,0.385
UniRef100_UPI001C130E6E/218-574,0.404
UniRef100_A0A523SX48/1-340,0.322
UniRef100_UPI0002E43404/266-620,0.385
UniRef100_A0A3A4RWY8/1-334,0.342
UniRef100_A0A8E1RKT0/1-353,0.336
UniRef100_A0A7Z0VS71/174-521,0.372
UniRef100_A0A0N8PPP2/7-362,0.355
UniRef100_R7MKA9/1-341,0.339
UniRef100_UPI00066AF1E2/6-356,0.344
UniRef100_A0A523NF12/10-370,0.352
UniRef100_UPI000F635414/1-354,0.320
UniRef100_A0A1F1ZQ12/1-355,0.339
UniRef100_A0A2N4X8E6/8-339,0.314
UniRef100_A0A3D3ZPS3/3-295,0.380
UniRef100_A1SJD4/8-360,0.355
UniRef100_UPI0016686017/1-354,0.358
UniRef100_A0A5Q0JXN7/5-353,0.301
UniRef100_A0A8E6CBF2/2-334,0.350
UniRef100_A0A1G8Q0C0/1-352,0.361
UniRef100_UPI000B535F01/4-351,0.311
UniRef100_A0A0R2PT63/12-361,0.344
UniRef100_A0A7V3PKG7/11-359,0.311
UniRef100_A0A5S9S2R7/4-353,0.314
UniRef100_A0A2G5KNC9/6-351,0.317
UniRef100_UPI001C5D84A3/5-356,0.358
UniRef100_UPI0011C34ABE/1-359,0.336
UniRef100_A0A1G0BBJ6/6-353,0.301
UniRef100_A0A3N1ASK8/11-356,0.361
UniRef100_V8C925/10-369,0.383
UniRef100_UPI0013EA8479/1-348,0.347
UniRef100_A0A4R9I2L2/14-360,0.355
UniRef100_UPI001A1FC2CC/1-354,0.306
UniRef100_A0A838N015/11-347,0.377
UniRef100_A0A355BD32/6-354,0.301
UniRef100_UPI0012955B45/19-361,0.363
UniRef100_A0A4U1CA60/8-350,0.339
UniRef100_UPI001C8540AF/7-355,0.333
UniRef100_UPI00190BC79F/5-349,0.303
UniRef100_W7CXA5/1-350,0.347
UniRef100_A0A424PKL5/2-359,0.295
UniRef100_UPI00164271B4/1-357,0.328
UniRef100_A0A1M7JZS8/1-339,0.355
UniRef100_A0A448KED5/272-629,0.374
UniRef100_A0A7X3DHE4/8-347,0.385
UniRef100_A0A6P1MGT0/1-365,0.336
UniRef100_A0A7V8XAI7/1-333,0.361
UniRef100_A0A4Q1K3F2/5-350,0.303
UniRef100_UPI000289174D/1-356,0.290
UniRef100_UPI001A43F172/4-346,0.344
UniRef100_A0A1M5B8A7/7-359,0.309
UniRef100_A0A2J8BB45/1-339,0.344
UniRef100_A0A1I4FEQ4/1-352,0.347
UniRef100_UPI00110F05DF/1-355,0.352
UniRef100_A0A845QF53/9-327,0.328
UniRef100_A0A519N5D4/5-354,0.311
UniRef100_A0A1W5ZVF9/1-354,0.366
UniRef100_UPI0019032282/2-347,0.342
UniRef100_A0A2N2ZP47/9-352,0.309
UniRef100_A0A2K8XEN1/4-354,0.295
UniRef100_UPI0011407C21/1-356,0.369
UniRef100_UPI001CE1B8E3/6-356,0.347
UniRef100_A0A2N0FPX9/4-352,0.317
UniRef100_UPI001F16C2A3/10-341,0.314
